,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100
SIDM01181,3.11159,-0.12432,1.03229,-1.24685,1.48969,0.20733,-0.42727,-0.23597,-0.76462,0.69321,-0.45193,0.53321,0.60701,-0.07409,0.08779,1.65399,0.28978,-0.25008,0.01264,-0.55373,-0.00171,0.21581,0.28064,0.06468,-0.01509,0.37846,0.61022,-0.04752,-0.01899,1.14718,0.27796,-0.52705,-0.30944,0.38279,-0.13386,-0.23175,0.86868,-0.17584,0.91433,0.86025,0.13995,0.02854,0.11695,-0.85929,0.16559,0.40313,0.07794,-0.13005,-0.19212,-0.20287,0.28155,0.08578,-0.08719,0.01739,-0.00244,0.47892,-0.17874,-0.06459,0.06532,-0.02406,-0.17209,0.18371,0.28599,-0.23447,-0.36763,-0.04187,0.00015,0.05923,-0.04518,-0.34222,0.14856,0.25861,-0.31321,-0.04948,0.01907,0.06221,0.15211,0.05065,-0.13612,-0.33728,0.31879,-0.0992,0.41529,0.00377,0.05165,0.25415,0.10365,0.07211,-0.08806,0.0008,-0.16503,0.09861,0.05191,0.25034,-0.05537,0.07052,-0.04089,0.09809,0.16004,0.05952
SIDM00556,5.6122,1.05731,-3.97557,-0.51999,-0.53954,-0.91551,-0.27888,1.06497,-0.30356,0.9911,-0.47406,-0.00971,-0.34171,5.65031,-0.23276,-1.62034,0.29824,1.03826,0.0096,-0.20142,-0.04873,0.29961,-0.21443,-0.29636,0.19486,-0.05142,0.51926,0.47959,-0.0146,0.02011,0.5749,0.20677,0.07101,-0.0475,0.23685,0.14861,0.31328,-0.00561,0.68548,0.63188,-0.10456,-0.16675,-0.13977,-0.34172,0.03279,-0.20882,-0.17032,0.17645,0.04184,0.25212,-0.06483,-0.0457,0.11135,-0.10244,-0.14974,0.07469,-0.02921,-0.10494,0.10635,0.13514,0.0159,-0.0846,-0.01365,-0.10421,0.1897,0.02251,0.03096,0.15169,0.00926,-0.13162,-0.0196,0.17242,-0.44804,0.12457,0.01665,-0.10865,-0.03454,0.04763,-0.05308,0.06084,-0.13082,-0.18907,-0.13052,-0.03768,-0.15003,0.20117,0.02388,0.19502,-0.03159,0.0055,0.21538,0.14304,-0.19255,-0.06143,-0.03239,-0.00823,0.10478,0.05998,0.19149,0.0944
SIDM00187,1.08052,0.1956,2.41219,-0.1413,-0.40261,-1.00036,-0.30646,-1.38799,1.66107,1.70306,-0.20495,-0.02134,-2.7103,0.15979,0.27787,0.17771,-0.05846,0.16312,0.01011,0.18284,-0.04652,0.13252,-0.06185,0.14098,0.12197,-0.13785,-0.08402,0.4291,-0.01332,0.55645,-0.55207,0.42199,0.10172,-0.04363,0.14296,-0.37098,0.07911,0.30022,-1.20328,-0.65322,0.04532,0.1003,-0.20336,-0.16194,-0.24819,-0.14786,0.23392,-0.3393,-0.02454,-0.43346,0.57215,-0.04373,-0.02176,0.07096,0.10474,-0.20029,0.39435,0.02077,0.01853,0.15798,0.00692,0.27519,-0.6081,-0.00983,0.09666,0.03855,0.01087,-0.18336,0.00359,-0.03165,0.00601,-0.03339,-0.20313,-0.09194,0.12506,0.04887,0.03472,0.10697,0.11669,-0.10958,-0.04342,0.09712,0.0384,0.14054,-0.28319,0.09508,0.06348,-0.06835,-0.0384,0.02131,-0.12186,0.01127,-0.03743,-0.0928,-0.13557,-0.33833,-0.08561,0.06925,-0.08499,-0.13192
SIDM00222,1.16394,-0.47596,1.0207,-0.04915,-0.23098,-0.43466,0.08487,-0.71188,0.70092,0.26066,-0.06088,0.09071,1.05845,-0.29396,-0.10304,-0.11663,-0.22899,-0.1032,-0.00084,-1.88278,0.08315,-0.37476,-0.31732,0.16028,-0.0642,0.44053,-0.21354,0.85271,-0.02642,-0.469,0.89891,0.25964,-0.03243,-0.13099,-0.33444,0.59179,-0.15626,0.06792,-0.16642,-1.2975,-0.2309,0.14354,-0.13579,0.12185,0.00538,0.12899,-0.09647,-0.03636,-0.17397,0.36764,0.4382,-0.09464,0.25493,-0.02784,-0.19791,-0.21795,-0.37377,-0.01749,-0.149,-0.07618,-0.16741,-0.1658,-0.27237,-0.93872,0.32603,0.1152,0.05739,0.09571,-0.13774,-0.11726,0.07718,-0.13855,0.45372,-0.05917,0.06833,-0.02165,-0.03236,0.19674,-0.01698,0.18427,0.16674,-0.04001,-0.03632,-0.26548,-0.27697,0.2071,-0.0967,0.01401,-0.05721,0.06359,0.07438,-0.03144,-0.00097,0.04327,-0.05936,-0.16831,-0.00057,0.09881,-0.05024,-0.07221
SIDM00254,3.86621,0.12498,-1.29215,-0.60826,0.66698,-0.34481,-0.40448,0.70094,-0.06586,0.69094,-0.37294,-0.01277,0.08817,3.25262,-0.12061,-1.44788,0.76259,-0.21603,-0.04328,0.49504,0.20736,0.12395,0.01617,0.5813,-0.73275,0.19459,-0.33327,-0.04384,0.03568,-0.12163,-0.15462,-0.27202,0.01189,-0.12512,-0.28094,0.31801,-0.37244,-0.1648,-0.57469,-0.1443,0.13928,0.00267,-0.14411,-0.9698,-0.01517,-0.06574,0.08525,-0.18061,-0.21645,-0.41788,-0.32835,-0.04312,-0.58375,0.08782,0.10647,-0.69007,0.32434,-0.1499,-0.0127,0.04462,-0.09536,0.54791,0.04853,0.4091,0.20162,0.21478,-0.00601,-0.15797,0.02644,-0.41341,0.34464,-0.05973,-0.03883,-0.04308,0.18499,0.07659,0.21548,-0.15698,0.10455,0.1533,0.1187,-0.17844,0.10055,0.15938,0.33211,-0.0466,-0.24043,0.32003,-0.29141,0.09586,0.11538,0.01384,0.05222,0.08716,-0.05745,0.0167,-0.12598,0.03578,-0.00809,0.09269
SIDM00609,0.10328,-0.48649,0.18871,0.78553,0.71447,-0.38742,-0.22577,-1.48106,1.08173,-0.56899,0.14773,-0.12632,-2.62961,-0.61742,0.90792,-0.86634,0.12593,0.64375,0.01806,1.33643,0.19728,0.32449,-0.10538,-0.36283,0.06394,0.08188,-0.32858,-0.27804,-0.05632,-0.1691,-0.66325,-0.81676,-0.1175,-0.05948,0.06767,-0.35935,-0.22075,-0.10438,-0.07104,-0.8453,0.06347,0.03466,0.07189,-0.1416,0.07741,0.11283,-0.15446,0.03571,-0.11168,-0.06603,-0.20165,0.28768,-0.03858,0.24395,-0.07027,0.29357,-0.44633,0.01004,0.02597,0.11752,0.12076,-0.28944,-0.14794,0.20943,-0.06008,-0.04087,-0.0575,-0.07519,0.19933,-0.0374,-0.094,-0.05701,0.10858,0.34455,0.04109,0.06748,0.10202,-0.26724,-0.13386,0.17394,0.11041,-0.11556,0.15916,0.17745,-0.12069,0.23886,-0.06937,0.02078,0.14165,0.02741,-0.01727,0.06321,-0.03914,-0.0592,-0.08359,0.25693,0.08283,-0.22636,0.08456,0.12717
SIDM01055,3.01341,-1.89099,1.22539,0.70907,-0.66039,-1.3574,-0.17203,-0.27898,-0.48007,0.89245,0.07214,-0.1832,-0.31241,-0.14596,-0.20028,1.09264,0.0628,-0.4907,-0.00181,0.04835,0.06832,0.52699,0.29341,-0.04989,-0.0648,-0.54034,0.23847,0.04072,-0.00843,-0.08407,-0.12334,0.51217,-0.20953,0.21581,0.36146,0.0358,0.10286,0.02815,1.04715,-0.45912,-0.34952,0.04016,-0.12317,0.06996,-0.18618,0.00429,0.14446,-0.30737,0.02836,0.37115,0.26466,-0.03642,-0.12427,0.03418,-0.01907,0.11994,-0.07595,0.01752,-0.10764,-0.00842,-0.16224,-0.21301,-0.12117,0.24972,-0.41227,0.32232,-0.03396,0.12263,0.1205,0.00285,0.03503,0.17173,0.14759,0.29076,-0.1072,-0.24409,0.1133,-0.31264,0.01866,0.22705,0.14325,0.05531,0.10056,-0.0383,-0.03788,-0.04958,0.13529,-0.1449,-0.10953,-0.06517,-0.06515,-0.03751,0.01144,-0.21875,-0.02328,0.18735,-0.0449,-0.08004,0.06949,-0.13485
SIDM00996,0.38076,-1.21288,0.39816,0.86645,-0.35879,-1.14738,-0.04528,-0.36403,-1.12088,0.83189,-0.02174,0.31331,-1.06511,-0.23887,-0.35581,0.13064,-0.02764,0.09249,0.01742,-1.95298,-0.02579,0.43062,-0.15752,-0.20227,-0.12406,0.03296,-0.39791,-0.26492,0.03144,-0.59078,-0.54985,0.73461,0.13173,0.05193,-0.39801,-0.0828,0.3295,0.07945,0.03842,-0.76927,0.11009,-0.16482,0.04535,0.28238,0.17628,-0.21729,0.25236,-0.40304,0.23903,-0.28988,0.31691,-0.05869,0.05568,-0.08891,-0.22902,0.16898,-0.03137,0.20616,-0.07057,0.01772,0.13623,-0.28661,0.19598,0.09932,-0.28737,-0.015,0.04946,0.38809,0.05254,-0.06098,0.18886,0.02762,0.26176,-0.10657,-0.01596,-0.0932,-0.14827,-0.17747,-0.06948,0.38291,-0.22694,-0.34734,0.12728,0.30561,-0.0514,-0.19018,-0.24855,-0.05218,-0.17962,-0.05185,-0.0368,-0.01125,-0.07049,-0.05464,-0.14519,-0.15098,-0.04162,0.08726,-0.11795,-0.04719
SIDM01031,-2.91518,-0.0878,2.17213,-0.21136,-0.60875,0.50356,0.04216,1.94436,-4.28701,-3.46204,-0.1864,0.17138,-2.10452,0.57556,0.26358,0.3777,0.07687,1.36082,-0.03901,-0.0868,-0.12893,0.14952,0.22055,-0.21903,-0.07677,0.14964,0.14736,0.53657,0.01957,-1.22173,-0.10297,0.31332,-0.20416,-0.14797,0.19441,-0.30999,0.88785,0.33909,0.29537,0.22383,-0.10841,-0.1734,0.09885,-0.10382,-0.10152,0.18237,-0.09428,0.04071,0.1741,0.38583,-0.1603,-0.02597,0.17276,-0.11714,0.1193,-0.59916,0.16227,0.0929,0.0129,0.00629,-0.22864,-0.0825,0.39677,-0.42685,-0.46205,-0.00547,-0.07646,-0.30286,0.09507,0.97281,0.00807,0.15248,0.30726,-0.26542,-0.20064,0.06142,-0.39258,-0.05444,0.01079,0.13137,-0.28953,-0.03172,-0.49944,0.04252,0.08622,-0.13809,0.255,-0.08221,-0.18862,0.0558,-0.14284,0.16752,0.09365,-0.27086,0.19663,0.10424,0.07123,0.04322,0.0184,-0.14216
SIDM00347,-2.03195,1.39494,2.42725,-0.76853,-1.90752,1.0872,0.37796,0.44301,-0.9213,-0.11007,-0.20896,-0.30844,-1.168,0.38771,0.03637,0.42922,0.06555,-0.14736,-0.07562,0.82148,-0.30177,0.26447,-0.20776,0.03584,0.11877,0.27919,0.4325,0.0879,-0.08897,0.1708,-0.21007,-0.19159,0.27394,0.05932,-0.3751,-0.20853,0.54254,-0.04153,0.895,-0.01405,0.0366,-0.05999,0.03083,-0.74073,-0.1758,-0.09943,0.03871,0.4635,0.08322,-0.04644,0.33397,-0.05216,-0.09689,0.09739,0.03691,-0.43519,0.30781,0.04329,0.05829,-0.08955,-0.06359,0.12731,0.15937,-0.15797,0.2006,-0.04308,0.0232,-0.0239,0.48258,0.08476,0.21583,-0.09189,0.29666,0.16488,0.03415,0.0351,0.03603,0.33807,-0.08934,0.39005,-0.01013,-0.0087,-0.17956,-0.17783,-0.02366,-0.08508,-0.13411,-0.06593,-0.15446,-0.03344,0.05234,0.04124,-0.00802,-0.3234,-0.16708,-0.2017,0.04774,-0.04251,0.19848,0.0398
SIDM00445,-3.27525,1.36555,0.74344,0.1652,-0.45251,0.01239,-0.00729,-0.37383,0.83946,1.73609,-0.0303,0.05878,0.91708,0.42074,-0.01777,-0.34396,-0.16919,0.08254,0.03396,1.06288,0.07164,-0.1153,0.27461,-0.09045,0.18939,-0.09734,-0.20011,0.12302,0.04636,0.44826,-0.75604,0.0901,0.11678,-0.24486,0.36229,0.13405,0.14963,-0.12758,-0.29338,-0.0409,0.20458,0.17925,-0.06829,1.05839,0.10202,-0.00416,0.18123,-0.09593,-0.11228,0.18413,0.27976,-0.01591,0.11537,-0.36731,-0.07989,-0.44169,-1.43081,0.00283,-0.12388,-0.05262,-0.14486,0.28582,-0.10001,0.48749,0.02872,0.3477,0.03362,-0.13023,0.08825,-0.07077,-0.0572,0.06586,0.04372,-0.08472,0.0518,0.1705,0.22275,-0.40405,0.19024,0.11602,-0.08447,0.0771,-0.20017,-0.15892,-0.1183,0.14781,-0.03664,-0.00581,-0.13625,-0.11846,0.1404,-0.11824,-0.07238,0.09932,-0.17643,-0.07947,0.05001,-0.05594,-0.09233,-0.03348
SIDM01041,-0.5912,0.26202,0.89934,-0.75583,2.76337,2.05665,-0.34886,-0.2799,-1.44253,-0.45423,-0.33068,0.3548,2.60116,0.29858,0.01747,2.0695,-0.20561,0.32494,-0.02354,-0.62716,0.09601,-0.39182,0.22962,-0.52001,-0.16341,-0.2069,0.00484,0.248,-0.0374,0.61149,-1.017,-0.33418,-0.3738,-0.06525,1.04606,-0.7244,-0.75274,0.29787,-0.57416,-0.27656,-0.42533,0.05153,-0.23978,-0.36933,-0.42839,-0.13097,-0.02771,-0.17939,-0.16232,-0.06527,-0.69321,0.02551,0.21775,0.03838,-0.18102,-1.26669,0.27197,-0.1409,-0.01248,0.00204,0.13308,-0.78128,-0.06385,-0.94783,-0.2753,-0.18985,-0.13072,0.22453,-0.22999,0.132,0.2403,-0.00146,-0.04883,-0.28967,-0.13852,-0.20976,0.07639,-0.13802,0.1312,0.08581,0.09834,0.1305,-0.09176,0.0945,0.21656,-0.22011,0.26789,-0.41938,-0.30322,0.2053,0.38653,0.17372,-0.04938,-0.09555,0.02291,0.2132,0.08666,-0.22467,-0.05515,0.1933
SIDM00478,-1.20505,0.20748,1.14459,0.19652,-2.8274,2.50652,0.57761,0.48671,-1.16055,-0.68307,-0.69259,-0.17658,-0.14847,-0.32241,0.30029,0.00402,-0.38162,-0.76757,0.02024,1.18728,0.03042,0.36808,0.03494,0.09916,0.1078,0.10254,-0.05929,-0.81408,-0.03519,0.14806,-0.07347,0.06166,0.14453,0.15117,-0.5677,-0.29072,-0.23402,0.20722,0.40332,0.1689,-0.02022,-0.15132,0.18929,-0.19781,-0.02893,0.17309,-0.03766,-0.3835,0.05805,-0.18246,-0.12955,0.02836,-0.26905,0.13999,0.01992,0.2989,-0.08365,-0.04792,-0.01392,-0.01796,0.0863,0.10929,-0.11762,0.17112,-0.11693,-0.48929,-0.01804,-0.06968,0.02836,0.09365,-0.15244,0.09339,0.12115,0.28209,0.11213,0.10999,-0.24208,-0.08579,0.26428,0.18555,0.18242,-0.07826,0.04441,-0.08997,-0.27501,-0.29417,-0.03898,0.04239,0.0781,0.00687,-0.16744,-0.11237,0.00116,-0.04266,0.05668,-0.08001,0.20064,-0.02817,0.04365,0.13283
SIDM01029,-0.64816,1.35517,0.5514,-0.83367,-1.58839,1.86122,0.45428,-0.17783,1.01655,-0.68848,-0.45595,-0.16843,0.47411,-0.47113,0.08543,0.38572,0.19881,-0.22555,-0.03171,-0.81746,0.3513,-0.63343,-0.1321,0.10871,-0.02679,-0.08421,0.00628,-0.48966,0.01891,-0.08073,0.31915,0.36373,0.37215,-0.00537,0.8308,0.19772,0.53356,-0.11269,0.40861,-0.30793,0.10583,-0.21689,0.47245,-0.65205,-0.12426,0.06142,0.14568,0.05774,0.06984,-0.31393,-0.26428,0.27142,-0.20186,0.08511,-0.1832,0.01507,-0.2395,-0.0163,-0.23501,0.03852,-0.02898,0.1999,0.06032,0.77377,0.00158,0.34449,0.08355,0.27563,0.04657,0.02738,-0.02115,-0.11652,-0.05623,-0.06581,-0.1468,0.1765,-0.3734,-0.04539,-0.07646,0.10347,0.15938,0.15772,-0.053,0.01808,0.14158,-0.05041,-0.18577,-0.2237,-0.16998,0.10116,-0.24144,-0.0676,0.06092,0.13148,-0.0294,-0.07761,0.12924,0.07722,-0.00449,0.11502
SIDM01087,1.83374,-3.19294,-0.04712,0.80446,0.42291,0.98012,0.40149,-0.21249,0.23229,1.68162,-0.08164,-0.01249,1.55645,0.24324,-0.09186,0.41982,-0.22253,0.13552,-0.01832,-0.54504,-0.15266,-0.29168,-0.29133,0.07153,-0.24046,-0.18571,0.40901,-0.09734,-0.02093,0.64728,-0.71044,0.45325,0.09664,-0.13762,-0.04207,0.12021,-0.09978,0.20527,0.13918,-0.74148,0.13176,-0.07861,-0.2083,0.65608,-0.05488,-0.13773,0.03189,0.24832,-0.21745,-0.17745,-0.07281,-0.0942,-0.2412,0.28881,0.15338,-0.14782,-0.21269,0.06435,-0.03518,-0.05346,-0.12437,-0.11075,0.02144,0.43596,-0.05556,0.20082,-0.0294,-0.04126,0.12637,0.23452,0.07872,-0.00181,0.00769,-0.18698,-0.02591,-0.14417,-0.09829,0.01919,0.07978,-0.02131,-0.01333,-0.0654,0.02744,-0.08167,0.01849,-0.0584,0.12913,0.10212,-0.01734,0.00788,0.12785,0.03454,0.04708,-0.03971,0.11372,-0.09148,0.01711,-0.01437,0.05254,0.0874
SIDM00252,-1.27386,-0.2352,2.46827,0.83855,-2.39723,-1.03019,-0.28603,-0.34083,0.39843,1.82966,0.22275,0.42595,-1.71176,0.34847,-0.34783,0.94933,-0.20622,0.07112,0.02881,0.30896,0.41319,-0.01905,-0.03339,-0.14169,0.07562,-0.20387,0.04578,0.6858,0.05451,0.18384,-0.24711,-0.20805,-0.39792,-0.00081,-0.67827,0.02008,0.15478,0.23029,0.61817,0.76738,-0.08855,0.12361,0.11342,0.31181,0.0336,0.35066,0.09299,-0.29813,-0.06064,0.961,-0.18744,0.01509,-0.13289,-0.30191,0.21334,0.12918,-0.64416,0.12278,0.19103,-0.06023,-0.11694,0.15049,-0.42234,0.33299,0.09534,-0.17482,-0.02251,0.04301,-0.29922,0.05836,0.07465,0.07599,0.22995,0.03064,-0.04866,0.12506,0.01276,-0.35071,0.00473,-0.10549,-0.07614,-0.2925,-0.01605,-0.09916,-0.19154,-0.01824,0.18988,0.26372,-0.03718,0.03902,0.06064,0.09727,-0.11424,-0.06307,-0.15832,0.0241,0.09484,0.00031,-0.0022,-0.05144
SIDM00837,-3.41557,1.80648,0.47187,-0.17839,2.00872,1.28884,-0.45733,1.33933,-0.7741,-2.23401,0.04153,-0.73666,0.69471,0.13327,-0.18137,-0.10762,-0.29716,1.25032,-0.01055,-1.7197,-0.09978,-0.26253,0.28306,-0.36647,-0.07865,-0.15003,0.06582,-0.11054,-0.03967,-0.36085,0.86413,0.79696,0.17374,0.14127,0.30565,-0.69181,-0.31391,0.76021,-0.8331,1.0414,0.1461,-0.25202,0.21957,-0.72771,-0.23811,0.63783,-0.01128,0.22427,0.14268,-0.07504,-0.31642,0.22378,-0.35615,-0.20448,0.10875,0.07787,-0.23719,-0.07332,0.14648,0.01359,0.03108,0.24318,0.19142,-0.4866,0.79638,0.2043,-0.01181,0.17333,-0.15191,-0.20216,-0.10479,0.08174,-0.08316,0.0962,-0.16363,0.31962,0.27215,0.30245,0.24122,-0.26695,0.70082,0.02296,-0.11572,-0.09014,-0.11801,0.13561,-0.32534,-0.1157,0.09292,-0.02199,0.27757,0.18642,-0.02954,-0.11173,0.19254,0.27424,0.01106,-0.14915,0.0942,0.04369
SIDM01040,2.67602,0.94401,1.4423,-1.14614,-0.01286,1.88064,-0.22215,-0.76619,0.93025,0.46187,0.03407,-0.32996,-2.68845,-0.13506,0.16173,-0.64236,0.29609,0.05337,-0.02062,-1.25122,-0.02139,-0.43474,-0.07482,0.35852,-0.32096,0.01727,-0.01636,0.12526,-0.09877,0.07566,0.31554,-0.02214,-0.12964,0.08216,0.84318,-0.48723,-0.16009,0.04906,-0.67289,0.31195,-0.21578,-0.04972,-0.36031,0.25801,0.36646,0.15671,0.0377,-0.3852,0.14367,-0.51664,1.00529,0.00631,-0.30311,-0.02936,-0.10486,-0.16282,0.30351,0.01505,0.05442,0.16669,0.22464,-0.327,-0.07473,0.01924,-0.89107,-0.58697,-0.05835,0.14855,-0.06953,0.24519,-0.07793,0.0433,0.49627,-0.34642,0.40009,-0.05626,0.2779,-0.09274,0.03912,-0.378,-0.14678,0.0989,0.18146,0.06073,-0.14997,0.25404,-0.18174,0.07831,-0.06266,-0.09214,-0.17315,0.08279,0.16552,0.14979,-0.03771,0.12311,-0.219,-0.2568,-0.04286,0.16783
SIDM00702,-2.94659,1.07193,0.82182,0.15478,-0.30002,-1.14934,-0.06909,-0.43381,0.70528,-0.27938,-0.01689,0.18429,0.35434,0.08787,-0.18873,-1.21324,-0.05234,-0.59464,-0.00567,2.13557,0.16238,0.58048,0.26176,0.07164,-0.01122,-0.14759,-0.22648,-0.80926,0.03553,-0.58572,0.22427,0.06935,0.24625,0.13507,1.06977,-0.64035,0.34303,-0.02587,0.91988,0.47454,0.19414,0.12393,-0.20693,0.43693,0.10969,0.1537,-0.26794,0.00407,0.12732,-0.06693,0.61808,0.00054,-0.26875,-0.234,-0.06449,0.08421,-1.49547,0.08032,0.12863,-0.09645,-0.08819,-0.02568,-0.20095,-0.09655,0.44317,0.25676,0.04936,-0.18573,-0.02029,0.0901,0.02996,-0.01912,-0.54402,0.07595,0.04298,0.25464,0.04897,-0.10233,0.18567,-0.27243,-0.04566,-0.20626,0.16518,-0.14477,-0.13982,0.13884,0.16108,-0.03184,0.09458,0.01673,0.05999,0.05492,-0.02907,0.00646,0.18711,-0.17125,0.08732,0.28877,0.09837,-0.00886
SIDM01085,-2.529,1.30997,1.15068,-0.25315,-1.15553,1.7342,0.13632,0.43557,-0.73031,1.76494,0.23576,-0.24173,-2.12005,0.38382,-0.17283,-0.28274,0.47141,-0.10941,-0.09919,0.99711,-0.65152,0.88073,-0.25981,-0.28852,-0.03176,0.36614,0.2113,0.61029,-0.02855,0.83084,0.25012,-0.33675,0.29898,0.2963,0.33182,0.61811,0.52562,-0.47597,0.02679,0.54284,0.29414,0.02263,0.31432,0.55066,0.06807,-0.11139,-0.00088,-0.33261,-0.15095,-0.39542,0.72567,-0.02196,-0.09444,0.40076,-0.08546,-0.07814,-1.19038,0.06997,0.06857,-0.077,0.01009,-0.49463,-0.0669,0.10508,0.58038,-0.31469,0.00988,-0.14203,0.065,-0.32051,-0.01465,-0.09585,-0.43731,-0.17522,-0.00341,-0.29988,0.44625,0.27508,-0.20652,-0.26635,-0.01636,0.14475,-0.00422,0.30464,-0.30201,0.02767,0.27363,-0.39812,-0.0124,0.15104,0.00534,-0.10361,-0.02656,-0.23777,-0.04912,0.11817,-0.04577,-0.00134,-0.04295,-0.08483
SIDM01159,2.0757,-2.47933,0.63293,0.41947,-0.24877,-0.70578,0.25585,-0.19587,0.99845,2.10253,-0.04889,-0.07605,1.03485,0.01324,-0.26622,0.7462,-0.29687,-0.04412,-0.05709,-0.10785,0.13063,-0.43124,-0.28189,0.13571,-0.14141,-0.03579,-0.09044,0.17086,0.00427,0.22418,0.0667,0.39153,-0.02172,-0.0182,-0.51181,0.15695,-0.245,0.37652,1.05923,-0.16293,-0.03921,-0.03469,-0.08182,0.02095,-0.13149,-0.01676,0.18443,0.38329,-0.08536,0.33825,-0.00711,0.23326,-0.1101,0.19713,-0.14482,-0.3598,0.53835,0.21173,-0.02842,0.02189,-0.06113,-0.19763,0.00575,0.43796,0.35818,0.57258,-0.0484,-0.00752,0.25628,-0.468,-0.01179,-0.08497,0.1003,-0.3362,0.17512,-0.07412,-0.10211,0.0473,-0.07956,0.15908,-0.29891,0.08748,0.08223,-0.05283,0.03453,-0.15681,0.07587,0.07668,-0.02553,0.06853,0.23138,-0.06274,-0.07677,-0.06981,-0.09017,0.15564,-0.10694,-0.04401,0.01626,0.01796
SIDM01193,3.1897,-3.05914,0.22244,1.38134,-0.19622,-2.036,-0.21225,0.62654,-1.83554,-0.4894,0.45549,-0.44622,1.3193,-0.41951,-0.14024,-0.031,-0.05465,-0.098,-0.01354,0.45027,-0.13807,0.32691,0.34041,0.14782,0.11229,-0.02048,0.26154,-0.45933,0.03218,-0.22212,0.47812,0.49926,0.00749,0.14862,-0.49037,0.18553,0.07649,-0.25302,0.24353,-0.84891,0.01596,-0.05178,0.07227,0.61115,0.24956,0.00909,-0.12533,0.01846,0.31113,-0.00765,-0.2496,-0.22676,-0.11982,0.07325,0.01106,-0.04511,-0.31371,-0.26423,0.03037,0.03255,0.319,0.01849,0.08417,-0.33696,-0.35086,0.26972,-0.03619,0.49561,0.3181,0.31486,0.11857,0.24622,0.19982,0.10704,-0.1462,0.14284,0.29649,0.08398,0.01113,-0.16706,0.29784,-0.00995,-0.07309,0.04353,0.10598,-0.15434,0.25446,0.09897,-0.02103,-0.06477,-0.05117,-0.07195,-0.12307,0.02227,-0.21489,-0.00116,0.06682,-0.08778,0.0383,-0.00868
SIDM00781,-2.55009,1.24354,0.33499,0.04366,0.1877,-0.50851,-0.11237,0.02171,1.21159,0.79545,-0.19693,-0.21259,1.71476,-0.18346,-0.00992,-0.05143,-0.20371,-0.82909,-0.02065,-0.32905,0.06138,0.42542,0.29724,-0.07865,-0.26208,0.03287,0.29166,0.16908,-0.02787,0.58068,0.71576,0.15012,0.08248,0.21193,0.4476,-0.24458,-0.46765,-0.12135,1.46554,1.00995,0.05912,0.18714,-0.21754,-0.43584,0.29398,-0.11925,0.22498,0.16805,0.17611,0.21676,0.26243,-0.08121,-0.14685,-0.34456,-0.30078,0.07784,-0.04378,0.03066,0.03413,-0.19683,-0.0476,0.08592,0.41578,0.50534,0.2006,-0.04175,-0.00181,0.15704,-0.03863,0.04895,-0.24782,0.17011,-0.15258,0.40462,0.00725,-0.24946,-0.15412,0.20423,0.15592,0.00333,-0.06691,-0.22332,-0.18075,-0.2722,0.09579,-0.25743,0.05946,-0.09877,-0.02332,0.00925,0.05384,0.01004,-0.01682,0.02751,-0.03041,0.10345,0.04174,-0.04324,-0.11484,0.03105
SIDM00053,-3.72431,1.58939,0.35915,0.22588,-0.33939,0.55884,0.04993,-0.29632,0.8322,0.69719,0.17718,-0.02745,-1.26567,-0.01371,-0.65901,-0.38037,0.14457,0.04217,-0.00837,0.45562,-0.11584,0.07169,0.12544,-0.15205,0.31694,0.1773,-0.1137,0.39166,0.02351,1.54351,0.14415,-0.45749,0.12225,0.18374,-0.18759,-0.088,0.03643,-0.23496,0.53024,-0.55211,0.02678,0.17029,-0.18701,-0.43892,0.07591,0.01058,0.61929,0.51299,-0.07455,-0.11825,-0.04349,0.03191,0.35786,0.06435,0.04166,-0.09746,0.40312,0.15685,0.05328,0.00825,0.06975,-0.16552,-0.0983,0.20197,0.12042,0.17849,-0.0346,0.08372,0.05839,0.03877,-0.10555,0.15011,-0.12218,0.10804,0.08788,-0.13653,0.09467,-0.03072,0.02944,-0.21189,-0.21954,-0.05879,0.02839,0.06572,0.53232,-0.05923,0.08611,0.22722,0.03641,-0.02547,-0.17538,-0.17239,0.27409,0.08013,0.44761,0.04726,-0.16234,-0.02665,0.12475,0.01939
